filename,width,height,class,xmin,ymin,xmax,ymax
3821a7ac0a14f081.jpg,1024,768,Rose,289,1,962,584
446518312451939c.jpg,768,1024,Rose,1,381,19,421
446518312451939c.jpg,768,1024,Rose,14,366,60,414
446518312451939c.jpg,768,1024,Rose,262,497,504,704
7e4aa584c58e5cfb.jpg,1024,683,Rose,240,71,630,451
7e4aa584c58e5cfb.jpg,1024,683,Rose,551,357,800,633
74d48d5fd1ef0cb9.jpg,986,1024,Rose,320,598,484,795
74d48d5fd1ef0cb9.jpg,986,1024,Rose,480,506,693,795
0e9b270b532ae6e7.jpg,1024,974,Rose,57,1,980,972
01dd9a5b46a53198.jpg,692,1024,Rose,248,537,488,772
01dd9a5b46a53198.jpg,692,1024,Rose,494,392,627,512
57c4c52352dc35ad.jpg,1024,683,Rose,476,56,802,228
ac2bf50f2e7f81e2.jpg,1024,614,Rose,270,38,758,518
007c25825ee366ea.jpg,683,1024,Rose,99,190,597,559
1b69b1306464336e.jpg,521,1024,Rose,27,249,39,265
1b69b1306464336e.jpg,521,1024,Rose,39,298,58,311
1b69b1306464336e.jpg,521,1024,Rose,41,251,53,271
1b69b1306464336e.jpg,521,1024,Rose,71,339,123,386
1b69b1306464336e.jpg,521,1024,Rose,98,306,121,333
1b69b1306464336e.jpg,521,1024,Rose,102,266,134,300
1b69b1306464336e.jpg,521,1024,Rose,125,292,153,325
1b69b1306464336e.jpg,521,1024,Rose,150,282,175,305
1b69b1306464336e.jpg,521,1024,Rose,164,306,193,337
1fac30a3d73b122a.jpg,1024,679,Rose,62,55,380,439
1fac30a3d73b122a.jpg,1024,679,Rose,610,158,960,560
ae133d43dc117a2a.jpg,1024,683,Rose,430,342,518,431
ae133d43dc117a2a.jpg,1024,683,Rose,348,276,427,350
ae133d43dc117a2a.jpg,1024,683,Rose,408,313,474,354
ae133d43dc117a2a.jpg,1024,683,Rose,518,272,590,333
ae133d43dc117a2a.jpg,1024,683,Rose,551,329,620,421
58e15d935f8bfdad.jpg,707,1024,Rose,34,145,153,320
58e15d935f8bfdad.jpg,707,1024,Rose,224,89,373,231
18c3a0f0e4a76e68.jpg,684,1024,Rose,297,336,458,576
18c3a0f0e4a76e68.jpg,684,1024,Rose,400,205,444,244
9ee8b60aae533c87.jpg,733,1024,Rose,48,803,102,870
9ee8b60aae533c87.jpg,733,1024,Rose,170,240,312,382
9ee8b60aae533c87.jpg,733,1024,Rose,184,522,272,624
9ee8b60aae533c87.jpg,733,1024,Rose,308,643,387,711
9ee8b60aae533c87.jpg,733,1024,Rose,348,526,492,671
9ee8b60aae533c87.jpg,733,1024,Rose,405,352,518,501
9ee8b60aae533c87.jpg,733,1024,Rose,405,679,450,731
9ee8b60aae533c87.jpg,733,1024,Rose,547,558,612,606
9ee8b60aae533c87.jpg,733,1024,Rose,665,346,704,384
9ee8b60aae533c87.jpg,733,1024,Rose,681,422,716,456
a3a48a366abe0c28.jpg,1024,814,Rose,1,37,853,813
181acf3d18693d86.jpg,1024,789,Rose,181,330,582,623
181acf3d18693d86.jpg,1024,789,Rose,301,253,519,382
551f41d9eb583814.jpg,1024,781,Rose,17,405,506,779
551f41d9eb583814.jpg,1024,781,Rose,359,11,990,608
551f41d9eb583814.jpg,1024,781,Rose,824,393,1022,779
4a020bdfdd65cf45.jpg,1024,683,Rose,403,224,593,374
8ddfa6d86455269e.jpg,1024,768,Rose,427,1,1023,767
095b4d42e4962f8b.jpg,1024,768,Rose,1,27,1022,767
455edbecf9bac310.jpg,1024,889,Rose,1,1,1022,887
a2d004a6f54c203a.jpg,685,1024,Rose,107,264,654,789
9bf59657c3ec4b6b.jpg,1024,656,Rose,165,33,823,655
abbf2f6f000156aa.jpg,680,1024,Rose,178,502,483,773
0c27f3a5dbce42bb.jpg,1024,768,Rose,1,122,88,206
0c27f3a5dbce42bb.jpg,1024,768,Rose,82,312,160,384
0c27f3a5dbce42bb.jpg,1024,768,Rose,136,490,222,578
0c27f3a5dbce42bb.jpg,1024,768,Rose,168,214,270,309
0c27f3a5dbce42bb.jpg,1024,768,Rose,186,524,332,677
0c27f3a5dbce42bb.jpg,1024,768,Rose,670,19,789,120
0c27f3a5dbce42bb.jpg,1024,768,Rose,686,136,806,217
0c27f3a5dbce42bb.jpg,1024,768,Rose,689,657,766,750
0c27f3a5dbce42bb.jpg,1024,768,Rose,689,540,784,640
0c27f3a5dbce42bb.jpg,1024,768,Rose,837,408,935,517
0c27f3a5dbce42bb.jpg,1024,768,Rose,867,319,950,397
0c27f3a5dbce42bb.jpg,1024,768,Rose,938,522,1023,644
593a461a339d6c4e.jpg,1024,676,Rose,382,1,970,651
0a6bcf3e83f819f8.jpg,1024,894,Rose,396,80,629,379
8ecb04ac5294a940.jpg,1024,681,Rose,236,417,426,609
8ecb04ac5294a940.jpg,1024,681,Rose,514,200,561,240
5293b49e36b02a5d.jpg,681,1024,Rose,308,217,680,618
01a2c11381b1bd32.jpg,1024,680,Rose,1,1,1023,679
3675831f9a97d101.jpg,1024,768,Rose,1,330,600,567
3675831f9a97d101.jpg,1024,768,Rose,49,718,140,767
3675831f9a97d101.jpg,1024,768,Rose,218,666,246,705
3675831f9a97d101.jpg,1024,768,Rose,552,439,576,469
3675831f9a97d101.jpg,1024,768,Rose,716,603,789,657
3675831f9a97d101.jpg,1024,768,Rose,909,426,919,439
3675831f9a97d101.jpg,1024,768,Rose,910,660,953,709
3675831f9a97d101.jpg,1024,768,Rose,917,412,928,422
3675831f9a97d101.jpg,1024,768,Rose,925,424,931,435
3675831f9a97d101.jpg,1024,768,Rose,1000,500,1023,519
18f7b392fac0f681.jpg,1024,680,Rose,236,75,1023,679
470063067c3035d8.jpg,1024,683,Rose,28,1,936,622
3ddad20037d137cc.jpg,1024,1024,Rose,238,523,294,602
3ddad20037d137cc.jpg,1024,1024,Rose,307,404,369,474
3ddad20037d137cc.jpg,1024,1024,Rose,387,526,448,600
3ddad20037d137cc.jpg,1024,1024,Rose,460,425,558,497
3ddad20037d137cc.jpg,1024,1024,Rose,556,321,613,380
2856a8e75774eabe.jpg,1024,768,Rose,218,71,816,749
4050f8432093ef51.jpg,1024,680,Rose,226,207,768,662
743c3ad67a5890cf.jpg,1024,966,Rose,199,106,531,520
9fc0482b483247b0.jpg,1024,858,Rose,136,220,172,245
9fc0482b483247b0.jpg,1024,858,Rose,203,238,296,317
9fc0482b483247b0.jpg,1024,858,Rose,211,175,290,239
9fc0482b483247b0.jpg,1024,858,Rose,298,172,321,192
9fc0482b483247b0.jpg,1024,858,Rose,322,204,356,245
9fc0482b483247b0.jpg,1024,858,Rose,343,173,396,220
9fc0482b483247b0.jpg,1024,858,Rose,448,264,495,325
36b50d118eff6931.jpg,1024,768,Rose,1,1,1022,766
0e73330c3aa383a7.jpg,1024,636,Rose,117,299,315,470
0e73330c3aa383a7.jpg,1024,636,Rose,220,1,453,97
0e73330c3aa383a7.jpg,1024,636,Rose,780,57,827,114
ba4d3aa0f14e96e9.jpg,686,1024,Rose,201,394,423,605
9c43c14b2609564f.jpg,683,1024,Rose,1,63,682,616
75359ebdbe0b5965.jpg,791,1024,Rose,18,31,99,112
75359ebdbe0b5965.jpg,791,1024,Rose,662,143,735,202
26aab4ab3c9bd23f.jpg,1024,768,Rose,1,1,1022,766
045b5726d0f6edc0.jpg,1024,683,Rose,1,1,1023,682
83ddcfdde63980da.jpg,1024,686,Rose,387,46,1022,664
01ca6d1379b9a827.jpg,1024,682,Rose,771,442,842,518
01ca6d1379b9a827.jpg,1024,682,Rose,359,346,845,529
4f7012670e55456f.jpg,1024,683,Rose,1,1,860,682
0e94216d33a9b871.jpg,1024,736,Rose,167,58,698,469
0e94216d33a9b871.jpg,1024,736,Rose,344,1,666,96
1c14a48bbdfdc089.jpg,819,1024,Rose,121,117,719,570
01118ff742e4ccab.jpg,1024,605,Rose,94,8,854,501
2fdf64175e9ce206.jpg,1024,768,Rose,161,280,440,561
2fdf64175e9ce206.jpg,1024,768,Rose,602,263,809,519
63be60014e1b4cc8.jpg,1024,1024,Rose,1,1,1018,1022
a0add681a472523c.jpg,1024,1024,Rose,150,689,240,762
a0add681a472523c.jpg,1024,1024,Rose,189,759,235,820
a0add681a472523c.jpg,1024,1024,Rose,262,692,372,757
a0add681a472523c.jpg,1024,1024,Rose,264,617,354,696
a0add681a472523c.jpg,1024,1024,Rose,372,498,421,547
a0add681a472523c.jpg,1024,1024,Rose,474,585,530,645
a0add681a472523c.jpg,1024,1024,Rose,479,696,523,754
3460203c97d16eb4.jpg,681,1024,Rose,37,144,551,622
0e8fe54d5d76c196.jpg,1024,835,Rose,26,3,978,821
34adb55d62d2b92a.jpg,756,1024,Rose,62,11,629,505
b7a8636ae3550b65.jpg,1024,683,Rose,361,109,933,650
69d0d9212c89ace2.jpg,1024,685,Rose,1,62,108,265
69d0d9212c89ace2.jpg,1024,685,Rose,28,15,321,179
69d0d9212c89ace2.jpg,1024,685,Rose,72,237,308,434
69d0d9212c89ace2.jpg,1024,685,Rose,232,46,436,241
69d0d9212c89ace2.jpg,1024,685,Rose,305,427,522,560
69d0d9212c89ace2.jpg,1024,685,Rose,341,243,540,409
69d0d9212c89ace2.jpg,1024,685,Rose,494,363,662,526
69d0d9212c89ace2.jpg,1024,685,Rose,618,248,802,425
69d0d9212c89ace2.jpg,1024,685,Rose,686,191,902,366
58f59008110d202b.jpg,1024,768,Rose,624,218,729,320
58f59008110d202b.jpg,1024,768,Rose,711,173,729,203
58f59008110d202b.jpg,1024,768,Rose,784,445,815,480
798c346c7c012452.jpg,1024,683,Rose,1,1,818,682
3e442ae039012130.jpg,795,1024,Rose,259,457,564,704
50692682269b4b1e.jpg,1024,685,Rose,1,520,351,684
50692682269b4b1e.jpg,1024,685,Rose,579,392,1000,642
9417d6fbdfd60c86.jpg,683,1024,Rose,1,700,189,832
9417d6fbdfd60c86.jpg,683,1024,Rose,355,349,443,405
31b457cd119a49f8.jpg,1024,683,Rose,258,382,501,591
31b457cd119a49f8.jpg,1024,683,Rose,264,28,552,263
31b457cd119a49f8.jpg,1024,683,Rose,459,314,681,497
31b457cd119a49f8.jpg,1024,683,Rose,692,73,877,241
7754e4a0b29ca19c.jpg,1024,768,Rose,53,1,827,743
2b1921472157321c.jpg,1024,768,Rose,159,65,842,737
7eccecba8accede3.jpg,1024,768,Rose,55,351,109,412
7eccecba8accede3.jpg,1024,768,Rose,94,284,139,343
7eccecba8accede3.jpg,1024,768,Rose,341,277,371,323
7eccecba8accede3.jpg,1024,768,Rose,528,224,593,293
7eccecba8accede3.jpg,1024,768,Rose,577,184,611,239
7eccecba8accede3.jpg,1024,768,Rose,650,410,697,460
7eccecba8accede3.jpg,1024,768,Rose,912,622,981,686
7eccecba8accede3.jpg,1024,768,Rose,919,415,952,458
7eccecba8accede3.jpg,1024,768,Rose,971,586,1002,640
2da5ee41d185c0d9.jpg,1024,680,Rose,401,262,661,486
2da5ee41d185c0d9.jpg,1024,680,Rose,406,136,554,265
2da5ee41d185c0d9.jpg,1024,680,Rose,538,132,718,326
5e5e68d69285ff17.jpg,1024,679,Rose,167,1,810,629
02be3310bab753f8.jpg,1024,704,Rose,121,287,449,668
a5092e96541106aa.jpg,768,1024,Rose,165,316,336,456
a5092e96541106aa.jpg,768,1024,Rose,37,186,723,758
342c0bf6ab99834d.jpg,1024,1024,Rose,1,1,1023,1023
7ed9abb16280f5c7.jpg,1024,768,Rose,134,1,430,149
7ed9abb16280f5c7.jpg,1024,768,Rose,424,1,721,268
7ed9abb16280f5c7.jpg,1024,768,Rose,564,549,812,767
bc9fe552e45d58cb.jpg,681,1024,Rose,101,268,577,759
6946eaab74ca8457.jpg,1024,768,Rose,1,378,1023,767
812657779a82b8cd.jpg,765,1024,Rose,1,1,764,1023
13b9b602110df933.jpg,1024,1024,Rose,286,358,1022,935
0488c3277ba4423c.jpg,1024,768,Rose,128,47,979,715
0488c3277ba4423c.jpg,1024,768,Rose,912,168,1023,436
2fd5f90c138a9ade.jpg,684,1024,Rose,331,197,359,239
2fd5f90c138a9ade.jpg,684,1024,Rose,475,284,513,326
2ec389f17ae44e6c.jpg,1024,836,Rose,19,796,66,834
2ec389f17ae44e6c.jpg,1024,836,Rose,176,39,960,811
70468eb731bbf36e.jpg,1024,1024,Rose,268,313,891,748
8990d90fc7d2102b.jpg,1024,803,Rose,81,90,952,651
4a41b8411939e8bf.jpg,1024,768,Rose,703,164,848,270
2dbc52b8cf9c14e3.jpg,1024,1024,Rose,401,321,640,672
a7a1f9e49ac59134.jpg,1024,829,Rose,355,191,878,606
0a695ff091e45bf7.jpg,683,1024,Rose,469,654,615,802
0a695ff091e45bf7.jpg,683,1024,Rose,625,963,682,1023
0a695ff091e45bf7.jpg,683,1024,Rose,631,788,682,888
3c7dec22df811672.jpg,1024,683,Rose,337,242,615,497
3c7dec22df811672.jpg,1024,683,Rose,872,246,1023,420
30a05bfb7eb3fe44.jpg,1024,682,Rose,586,438,790,594
8d70336102bd75f2.jpg,1024,709,Rose,119,140,1022,677
3048254281a8a644.jpg,887,1024,Rose,207,51,382,242
3048254281a8a644.jpg,887,1024,Rose,212,363,740,891
13a30a0c035aa579.jpg,1024,768,Rose,117,510,206,575
13a30a0c035aa579.jpg,1024,768,Rose,124,430,253,515
13a30a0c035aa579.jpg,1024,768,Rose,193,509,256,574
13a30a0c035aa579.jpg,1024,768,Rose,212,390,344,518
13a30a0c035aa579.jpg,1024,768,Rose,254,507,336,590
00f696658a70e6f4.jpg,1024,590,Rose,312,44,398,130
5b06b2203bfb64d3.jpg,1024,768,Rose,1,1,145,493
5b06b2203bfb64d3.jpg,1024,768,Rose,71,616,608,767
5b06b2203bfb64d3.jpg,1024,768,Rose,204,1,1023,767
29a04a78bf216b34.jpg,1024,590,Rose,22,127,952,557
6432fc362b3a7cdf.jpg,1024,768,Rose,186,148,720,536
669dc9ada06375e0.jpg,759,1024,Rose,423,19,653,308
788b1356aae01387.jpg,1024,683,Rose,355,248,505,407
468628e02e9e1577.jpg,1024,768,Rose,326,57,738,414
49ffdec27077e71e.jpg,1024,683,Rose,1,89,1023,682
9263efd947fa5463.jpg,1024,768,Rose,200,95,771,622
6ce795718fb2deb6.jpg,683,1024,Rose,1,1,682,511
463033cb7e2f816f.jpg,1024,685,Rose,416,83,803,424
08829eb89ea41f90.jpg,1024,1024,Rose,1,38,238,361
08829eb89ea41f90.jpg,1024,1024,Rose,71,71,939,937
08829eb89ea41f90.jpg,1024,1024,Rose,524,1,820,203
7fbb91ed13c5cf8d.jpg,1024,683,Rose,430,257,578,395
0e98db886358f8a9.jpg,683,1024,Rose,1,665,385,1022
0e98db886358f8a9.jpg,683,1024,Rose,448,517,568,645
9a2adbca40a9470f.jpg,1024,683,Rose,1,19,727,682
9a2adbca40a9470f.jpg,1024,683,Rose,624,87,1023,449
9a2adbca40a9470f.jpg,1024,683,Rose,861,535,881,563
9a2adbca40a9470f.jpg,1024,683,Rose,866,555,901,583
16219ac78552364c.jpg,1024,768,Rose,1,1,150,267
16219ac78552364c.jpg,1024,768,Rose,70,1,997,767
a8b1ec5da0503e9a.jpg,1024,768,Rose,474,204,702,485
a8b1ec5da0503e9a.jpg,1024,768,Rose,647,44,805,242
3578b6e34c7927f1.jpg,1024,768,Rose,1,403,10,415
3578b6e34c7927f1.jpg,1024,768,Rose,1,380,15,395
3578b6e34c7927f1.jpg,1024,768,Rose,581,220,987,540
3578b6e34c7927f1.jpg,1024,768,Rose,988,510,1012,533
13e2eaedd43a7614.jpg,654,1024,Rose,63,112,532,523
6671379060e61668.jpg,1024,766,Rose,209,98,796,688
3df207eefab02d3a.jpg,1024,1024,Rose,1,22,1022,1014
b107a4bfc5f4e742.jpg,1024,768,Rose,315,279,590,472
11dd412fa1191165.jpg,1024,782,Rose,164,180,304,362
9fc43772279d1915.jpg,1024,683,Rose,229,11,903,655
9fc43772279d1915.jpg,1024,683,Rose,823,1,1023,337
0337a4d23d5feb64.jpg,1024,1024,Rose,172,179,537,583
384854455f6458b2.jpg,1024,667,Rose,258,126,730,537
b97dc103166df98a.jpg,1024,719,Rose,275,156,574,371
b97dc103166df98a.jpg,1024,719,Rose,508,176,781,422
68ea9bcda4c58a33.jpg,1024,680,Rose,1,1,1022,678
3051f7a94c971299.jpg,768,1024,Rose,77,314,107,343
3051f7a94c971299.jpg,768,1024,Rose,232,438,343,522
3051f7a94c971299.jpg,768,1024,Rose,567,303,591,331
58008609206cd31f.jpg,764,1024,Rose,120,53,673,433
58008609206cd31f.jpg,764,1024,Rose,310,662,491,842
6221eb0f625d330c.jpg,1024,681,Rose,129,465,160,500
6221eb0f625d330c.jpg,1024,681,Rose,188,492,222,537
6221eb0f625d330c.jpg,1024,681,Rose,213,433,259,459
6221eb0f625d330c.jpg,1024,681,Rose,316,493,346,527
4e9f6c2d4c951e0d.jpg,1024,681,Rose,1,64,205,268
4e9f6c2d4c951e0d.jpg,1024,681,Rose,20,549,268,680
4e9f6c2d4c951e0d.jpg,1024,681,Rose,145,1,361,161
4e9f6c2d4c951e0d.jpg,1024,681,Rose,245,488,491,680
4e9f6c2d4c951e0d.jpg,1024,681,Rose,432,54,821,433
4e9f6c2d4c951e0d.jpg,1024,681,Rose,517,433,1023,680
604dc06a1620c8b3.jpg,1024,768,Rose,392,287,585,492
604dc06a1620c8b3.jpg,1024,768,Rose,614,91,725,161
78fd4b8c5edc54a7.jpg,1024,1024,Rose,84,163,891,892
13ef5f3f1e5cd402.jpg,1024,768,Rose,83,185,240,370
13ef5f3f1e5cd402.jpg,1024,768,Rose,92,387,170,480
13ef5f3f1e5cd402.jpg,1024,768,Rose,124,124,239,206
13ef5f3f1e5cd402.jpg,1024,768,Rose,199,132,379,283
13ef5f3f1e5cd402.jpg,1024,768,Rose,213,458,302,560
13ef5f3f1e5cd402.jpg,1024,768,Rose,350,489,436,571
13ef5f3f1e5cd402.jpg,1024,768,Rose,514,476,587,561
13ef5f3f1e5cd402.jpg,1024,768,Rose,597,136,654,189
13ef5f3f1e5cd402.jpg,1024,768,Rose,638,381,865,595
13ef5f3f1e5cd402.jpg,1024,768,Rose,688,148,744,204
13ef5f3f1e5cd402.jpg,1024,768,Rose,753,303,943,438
13ef5f3f1e5cd402.jpg,1024,768,Rose,793,209,850,252
13ef5f3f1e5cd402.jpg,1024,768,Rose,837,411,1023,640
3773a40c8896d768.jpg,1024,683,Rose,1,9,988,679
7b609a72c6423fb2.jpg,1024,1023,Rose,279,327,673,783
59c054c05bad8294.jpg,1024,734,Rose,450,341,583,451
59c054c05bad8294.jpg,1024,734,Rose,750,267,780,305
59c054c05bad8294.jpg,1024,734,Rose,780,266,819,307
5a8c9e5c68192100.jpg,1024,768,Rose,106,7,972,760
b4df483220a147f1.jpg,768,1024,Rose,544,491,733,685
87c1f043d8f5a8cf.jpg,1024,768,Rose,1,1,225,147
87c1f043d8f5a8cf.jpg,1024,768,Rose,142,22,903,758
87c1f043d8f5a8cf.jpg,1024,768,Rose,225,1,294,39
87c1f043d8f5a8cf.jpg,1024,768,Rose,780,344,1022,766
4e0abef95c6bd34a.jpg,1024,768,Rose,4,1,1024,768
2f346f4be9d8bca4.jpg,1024,1001,Rose,115,83,821,869
ba31f50a3a5a134c.jpg,1024,854,Rose,209,127,748,643
55b6059e9b2bd748.jpg,1024,768,Rose,56,18,837,764
a7ec5c59e62e850c.jpg,1024,1024,Rose,57,153,823,940
a15ecfc893a06c4c.jpg,1024,751,Rose,234,128,731,534
5f3385e38ccb390f.jpg,1024,683,Rose,1,149,92,269
5f3385e38ccb390f.jpg,1024,683,Rose,204,156,429,365
5f3385e38ccb390f.jpg,1024,683,Rose,385,365,585,574
5f3385e38ccb390f.jpg,1024,683,Rose,432,189,707,416
5f3385e38ccb390f.jpg,1024,683,Rose,556,107,774,266
4a0bcb5acd73add5.jpg,1024,683,Rose,122,30,1023,682
868f349f6db31966.jpg,1024,685,Rose,274,145,369,240
868f349f6db31966.jpg,1024,685,Rose,313,30,394,109
868f349f6db31966.jpg,1024,685,Rose,383,109,475,189
868f349f6db31966.jpg,1024,685,Rose,446,133,519,202
40e3148a05bfc43d.jpg,672,1024,Rose,76,212,591,831
9570552ca304e31f.jpg,1024,765,Rose,1,1,740,764
8508b34d2ef4b59a.jpg,1024,683,Rose,197,60,279,137
8508b34d2ef4b59a.jpg,1024,683,Rose,426,523,544,647
8508b34d2ef4b59a.jpg,1024,683,Rose,531,79,856,396
8508b34d2ef4b59a.jpg,1024,683,Rose,913,492,1015,627
32a8e97b16b4a4ec.jpg,1024,1024,Rose,234,339,282,388
32a8e97b16b4a4ec.jpg,1024,1024,Rose,277,220,563,418
32a8e97b16b4a4ec.jpg,1024,1024,Rose,312,475,361,527
32a8e97b16b4a4ec.jpg,1024,1024,Rose,326,358,675,737
32a8e97b16b4a4ec.jpg,1024,1024,Rose,438,818,481,855
32a8e97b16b4a4ec.jpg,1024,1024,Rose,686,286,716,322
32a8e97b16b4a4ec.jpg,1024,1024,Rose,697,276,863,481
04e40d6e3a9e7954.jpg,1024,868,Rose,1,48,84,366
04e40d6e3a9e7954.jpg,1024,868,Rose,79,58,229,184
04e40d6e3a9e7954.jpg,1024,868,Rose,119,177,241,289
04e40d6e3a9e7954.jpg,1024,868,Rose,152,1,362,55
04e40d6e3a9e7954.jpg,1024,868,Rose,355,1,714,190
04e40d6e3a9e7954.jpg,1024,868,Rose,685,1,1022,133
04e40d6e3a9e7954.jpg,1024,868,Rose,807,141,1022,492
2275b2d493ad501c.jpg,683,1024,Rose,3,720,262,899
9e93ca28108556bb.jpg,1024,796,Rose,164,178,852,705
36d86efc8ae5cddb.jpg,1024,683,Rose,1,108,894,654
a1bd7a25884ae84f.jpg,768,1024,Rose,1,103,90,173
a1bd7a25884ae84f.jpg,768,1024,Rose,1,472,182,714
a1bd7a25884ae84f.jpg,768,1024,Rose,172,414,213,454
a1bd7a25884ae84f.jpg,768,1024,Rose,189,686,225,725
a1bd7a25884ae84f.jpg,768,1024,Rose,206,743,277,817
a1bd7a25884ae84f.jpg,768,1024,Rose,231,877,316,933
a1bd7a25884ae84f.jpg,768,1024,Rose,245,454,271,473
a1bd7a25884ae84f.jpg,768,1024,Rose,259,772,353,855
a1bd7a25884ae84f.jpg,768,1024,Rose,411,501,434,520
a1bd7a25884ae84f.jpg,768,1024,Rose,449,683,502,714
a1bd7a25884ae84f.jpg,768,1024,Rose,460,952,755,1023
a1bd7a25884ae84f.jpg,768,1024,Rose,467,385,545,462
a1bd7a25884ae84f.jpg,768,1024,Rose,560,905,642,949
a1bd7a25884ae84f.jpg,768,1024,Rose,570,645,762,869
a1bd7a25884ae84f.jpg,768,1024,Rose,591,856,696,922
a1bd7a25884ae84f.jpg,768,1024,Rose,610,105,691,194
a1bd7a25884ae84f.jpg,768,1024,Rose,661,170,727,238
a1bd7a25884ae84f.jpg,768,1024,Rose,664,480,704,512
a1bd7a25884ae84f.jpg,768,1024,Rose,677,264,757,362
a1bd7a25884ae84f.jpg,768,1024,Rose,677,520,767,586
41c6b2b1cab607f0.jpg,1024,768,Rose,19,261,143,380
41c6b2b1cab607f0.jpg,1024,768,Rose,201,426,315,549
41c6b2b1cab607f0.jpg,1024,768,Rose,675,494,737,572
41c6b2b1cab607f0.jpg,1024,768,Rose,844,128,913,211
41c6b2b1cab607f0.jpg,1024,768,Rose,888,188,963,288
41c6b2b1cab607f0.jpg,1024,768,Rose,995,34,1023,87
baf2caf7285eef5f.jpg,706,1024,Rose,63,289,269,511
51988bc0ad853520.jpg,768,1024,Sunflower,1,558,119,949
51988bc0ad853520.jpg,768,1024,Sunflower,78,782,200,964
51988bc0ad853520.jpg,768,1024,Sunflower,96,213,622,633
51988bc0ad853520.jpg,768,1024,Sunflower,162,932,309,1021
51988bc0ad853520.jpg,768,1024,Sunflower,281,838,462,1021
51988bc0ad853520.jpg,768,1024,Sunflower,512,672,765,1021
91a134f7644b9adc.jpg,1024,680,Sunflower,1,1,1022,678
f582ad0ef9960db1.jpg,1024,683,Sunflower,26,395,138,527
46d3c825a24f6676.jpg,683,1024,Sunflower,298,480,429,631
46d3c825a24f6676.jpg,683,1024,Sunflower,169,618,210,667
46d3c825a24f6676.jpg,683,1024,Sunflower,329,613,392,669
46d3c825a24f6676.jpg,683,1024,Sunflower,538,846,568,884
3993b22c72451ebd.jpg,1024,768,Sunflower,174,198,301,341
3993b22c72451ebd.jpg,1024,768,Sunflower,1,444,53,570
3993b22c72451ebd.jpg,1024,768,Sunflower,37,508,120,570
3993b22c72451ebd.jpg,1024,768,Sunflower,110,533,147,570
3993b22c72451ebd.jpg,1024,768,Sunflower,196,365,293,398
3993b22c72451ebd.jpg,1024,768,Sunflower,339,394,398,438
3993b22c72451ebd.jpg,1024,768,Sunflower,366,676,478,767
3993b22c72451ebd.jpg,1024,768,Sunflower,368,234,448,316
3993b22c72451ebd.jpg,1024,768,Sunflower,517,567,595,657
3993b22c72451ebd.jpg,1024,768,Sunflower,675,609,716,663
3993b22c72451ebd.jpg,1024,768,Sunflower,769,152,816,245
3993b22c72451ebd.jpg,1024,768,Sunflower,780,211,909,344
3993b22c72451ebd.jpg,1024,768,Sunflower,881,37,992,139
3993b22c72451ebd.jpg,1024,768,Sunflower,952,442,1018,579
f70773eabff93c25.jpg,1024,576,Sunflower,36,1,833,572
7b3220c3af67e664.jpg,1024,1024,Sunflower,166,134,1024,1024
c159ef372bb3586f.jpg,1024,768,Sunflower,497,552,647,715
c159ef372bb3586f.jpg,1024,768,Sunflower,248,229,423,403
c159ef372bb3586f.jpg,1024,768,Sunflower,253,520,438,711
c159ef372bb3586f.jpg,1024,768,Sunflower,941,362,1013,476
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,28,531,146,642
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,35,460,98,517
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,68,314,145,402
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,103,424,147,485
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,120,467,185,554
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,167,702,278,767
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,180,416,236,484
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,240,397,294,464
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,400,579,472,655
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,445,323,666,385
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,475,398,552,469
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,481,530,542,600
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,547,528,616,588
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,619,431,657,488
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,723,393,754,443
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,778,339,954,402
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,789,428,822,483
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,851,448,912,515
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,936,431,983,496
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,954,608,1023,671
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,967,359,1017,405
dfadfd52e07f5ce1.jpg,1024,768,Sunflower,1000,454,1023,508
eeb66b153af509f8.jpg,1024,500,Sunflower,1,1,1020,499
691e25bbd1723756.jpg,1024,680,Sunflower,366,502,466,637
691e25bbd1723756.jpg,1024,680,Sunflower,472,370,609,450
691e25bbd1723756.jpg,1024,680,Sunflower,517,494,636,615
691e25bbd1723756.jpg,1024,680,Sunflower,696,423,1023,553
691e25bbd1723756.jpg,1024,680,Sunflower,880,177,984,318
19ba3b41f15fb77a.jpg,1024,683,Sunflower,1,1,1023,682
